1,2,3,4,5,unique-pepts,Seq-cover,name-prot,name-gene
21.4978,21.091,27.7704,24.0547,NaN,3,20.6,Tetraspanin-4,TSPAN4
14.9529,14.9203,26.8086,24.9824,19.4733,10,32.4,BRO1 domain-containing protein BROX,BROX
24.7548,24.1434,24.864,26.2855,23.5524,8,48.5,Proteasome subunit beta type-4,PSMB4
17.5484,16.7456,26.2997,25.5375,21.3021,13,55.8,40S ribosomal protein S8,RPS8
20.6719,20.8488,26.4391,24.0557,22.9277,10,62.3,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1
20.3324,19.8923,26.0336,24.4696,23.3088,15,37.6,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2
NaN,NaN,25.3553,24.3545,18.8134,23,27.9,CUB domain-containing protein 1,CDCP1
22.349,21.344,22.8709,24.6551,24.1076,26,60.7,"60 kDa heat shock protein, mitochondrial",HSPD1
NaN,NaN,24.6914,22.5388,NaN,42,41.5,Disco-interacting protein 2 homolog B,DIP2B
18.5992,18.6126,25.6366,25.9436,23.0305,13,42.6,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1
20.9398,20.7164,25.2435,23.8742,20.7585,24,59.7,WD repeat-containing protein 1,WDR1
22.3952,23.0325,26.137,26.3527,23.7612,11,29,Neutral amino acid transporter B(0),SLC1A5
NaN,NaN,26.24,NaN,15.9454,10,63,Cellular retinoic acid-binding protein 2,CRABP2
17.9734,NaN,25.6586,22.087,21.3986,24,62.9,Cytosolic non-specific dipeptidase,CNDP2
16.5476,15.3746,24.6961,23.4315,19.5257,40,31.8,Eukaryotic translation initiation factor 3 subunit A,EIF3A
15.9988,14.0098,24.3872,23.2877,19.1369,35,51.9,Puromycin-sensitive aminopeptidase,NPEPPS
17.3424,NaN,26.1,24.0851,19.4543,21,42.1,Niban-like protein 1,FAM129B
17.7607,17.5737,26.5875,24.855,21.4308,8,42.4,60S ribosomal protein L17,RPL17
NaN,NaN,26.07,22.0558,20.6779,21,52.4,Centrosomal protein of 55 kDa,CEP55
19.2392,17.8742,25.1543,22.3939,21.1279,24,46,Glycine--tRNA ligase,GARS
NaN,18.4972,26.8525,24.713,20.9528,4,45.4,Protein S100-A10,S100A10
21.27,20.2447,26.1863,24.1587,22.6502,9,25.9,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD
24.1359,24.1283,23.2469,25.6174,24.142,9,64.7,Metalloproteinase inhibitor 1,TIMP1
17.697,16.2885,25.1744,23.2782,19.1084,25,36.6,Importin subunit beta-1,KPNB1
15.7725,NaN,25.8441,20.5359,18.7475,33,49.6,Kinesin-1 heavy chain,KIF5B
22.2928,22.0037,25.826,24.6848,22.8015,4,62.2,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,MYL12B;MYL12A
23.0851,20.1591,21.607,23.7381,15.8726,82,39.3,Collagen alpha-1(XII) chain,COL12A1
20.3075,20.2207,27.3428,20.6344,20.5549,6,43.4,"HLA class I histocompatibility antigen, Cw-7 alpha chain",HLA-C
25.1188,24.3277,22.2048,NaN,20.8849,23,22.8,Collagen alpha-2(V) chain,COL5A2
19.6438,18.6411,27.216,22.9946,NaN,4,19,CD151 antigen,CD151
21.8539,21.0958,24.0623,24.0274,21.5514,23,56.4,Protein disulfide-isomerase A3,PDIA3
NaN,NaN,26.359,20.2813,20.2591,11,23.7,Equilibrative nucleoside transporter 1,SLC29A1
18.5801,18.8246,26.6871,22.9825,20.0147,11,50.6,14-3-3 protein theta,YWHAQ
NaN,NaN,26.6475,26.5635,21.7006,4,21.6,"Histone H1.0;Histone H1.0, N-terminally processed",H1F0
16.7097,16.9349,24.8522,22.8805,21.0167,27,49,Heat shock 70 kDa protein 4,HSPA4
22.713,21.9021,24.7488,24.3207,21.8466,30,42.6,Endoplasmin,HSP90B1
22.4921,20.6402,26.7979,26.1636,18.5749,10,16.3,Reticulon-4,RTN4
21.4276,20.7225,25.879,23.6248,23.2637,12,62.4,Protein deglycase DJ-1,PARK7
18.3572,18.3243,25.7561,24.6685,20.8038,12,40.6,40S ribosomal protein S2,RPS2
19.8986,19.5086,27.0097,25.319,21.929,7,33.6,60S ribosomal protein L10a,RPL10A
21.3065,20.2215,NaN,25.0172,17.9497,17,45.8,Interstitial collagenase;22 kDa interstitial collagenase;27 kDa interstitial collagenase,MMP1
21.004,19.9451,25.2217,23.8385,20.6755,17,43.8,Adenosylhomocysteinase,AHCY
21.3136,20.558,25.3339,23.4154,21.3041,15,31.8,Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A,HEXB
17.2733,17.0489,25.9508,24.6016,22.3408,14,55.8,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6
15.9502,14.3477,24.656,23.0205,16.7253,39,36.7,ATP-dependent RNA helicase A,DHX9
21.5207,20.9184,25.374,22.0301,21.5059,10,40.4,Gelsolin,GSN
21.5732,21.3296,25.4538,22.7569,21.586,24,41.9,Lysyl oxidase homolog 2,LOXL2
NaN,17.6244,26.1967,22.5434,19.4687,34,37.2,"Leucine--tRNA ligase, cytoplasmic",LARS
16.3944,15.6708,25.3413,20.9166,16.0433,29,62.7,"Aspartate--tRNA ligase, cytoplasmic",DARS
18.7643,17.5597,25.4105,23.5655,19.5458,16,49.3,26S protease regulatory subunit 4,PSMC1
17.295,NaN,25.5379,23.8952,17.5248,42,42.1,"Isoleucine--tRNA ligase, cytoplasmic",IARS
24.6678,24.0366,18.4953,19.1372,NaN,32,43.5,EMILIN-1,EMILIN1
23.8502,23.3652,26.5156,22.8189,24.9642,14,74.6,Heat shock protein beta-1,HSPB1
20.1571,19.8804,26.2522,22.6774,23.0978,10,59.7,Programmed cell death protein 6,PDCD6
22.5337,22.2164,23.0537,25.2723,18.485,24,49.8,EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3
23.78,23.3141,24.0341,24.2141,26.0345,9,53.8,"Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8
20.0114,19.9406,26.1097,24.2081,21.7911,8,41.8,40S ribosomal protein S16,RPS16
NaN,16.2702,24.8731,20.5785,18.8868,25,39.6,Endothelin-converting enzyme 1,ECE1
19.0268,19.6546,26.0758,21.8917,22.2463,10,39.4,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1
22.5705,21.8979,24.0897,24.3728,21.5748,20,65.9,Dihydropyrimidinase-related protein 2,DPYSL2
14.3852,NaN,24.1499,22.144,18.4815,33,50.7,"Alanine--tRNA ligase, cytoplasmic",AARS
17.6712,15.551,24.9116,24.3948,20.9991,20,56.7,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS
22.153,21.8005,24.8689,25.2992,24.7558,11,76.3,"Fatty acid-binding protein, epidermal",FABP5
16.9613,NaN,25.4108,22.3678,17.5883,13,50.6,26S proteasome non-ATPase regulatory subunit 7,PSMD7
21.4952,20.5006,25.7051,24.1618,21.2803,9,53.9,Actin-related protein 2/3 complex subunit 3,ARPC3
NaN,NaN,25.3285,21.9125,16.7482,31,51.1,26S proteasome non-ATPase regulatory subunit 1,PSMD1
NaN,NaN,24.8112,22.0156,18.168,32,51.7,"Arginine--tRNA ligase, cytoplasmic",RARS
23.2771,22.2913,25.6618,24.9723,25.062,6,57.1,Thioredoxin,TXN
15.197,14.5237,25.2215,23.9435,18.403,15,41.4,60S ribosomal protein L7a,RPL7A
23.2929,24.7632,NaN,NaN,19.0722,18,16,Collagen alpha-1(V) chain,COL5A1
NaN,NaN,26.511,24.8146,23.2324,5,29.4,40S ribosomal protein S20,RPS20
19.7429,19.329,26.1954,24.3867,23.1165,9,47.7,40S ribosomal protein S13,RPS13
16.1101,13.9318,25.2787,18.974,16.1488,31,45.2,Catenin delta-1,CTNND1
17.7684,15.3678,24.8607,22.8701,21.6333,16,36.3,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP
15.6819,15.6767,24.5874,19.3172,16.1307,42,49.2,Unconventional myosin-Ic,MYO1C
15.4646,14.0183,25.3282,20.3808,17.3814,7,44.6,Spliceosome RNA helicase DDX39B,DDX39B
18.3635,18.425,25.7335,23.5001,21.5788,18,48.4,Heterogeneous nuclear ribonucleoprotein K,HNRNPK
NaN,NaN,17.8149,25.5043,16.8929,61,28.3,IgGFc-binding protein,FCGBP
18.9474,18.2878,26.1128,24.4314,22.5687,12,54.6,40S ribosomal protein S18,RPS18
14.5019,NaN,25.2422,19.9857,15.795,22,45.1,AP-2 complex subunit beta,AP2B1
20.6587,20.577,26.6898,22.6848,19.1738,3,20.8,Myristoylated alanine-rich C-kinase substrate,MARCKS
18.8439,18.4967,27.0832,20.9569,17.2863,8,19.9,Protein tweety homolog 3,TTYH3
NaN,NaN,26.4629,23.5447,22.6019,7,39.5,High mobility group protein B1,HMGB1
19.9926,18.5661,25.5365,22.8415,20.0143,14,51.9,26S protease regulatory subunit 10B,PSMC6
NaN,19.5322,25.6864,24.2791,22.1286,19,39.4,Probable ATP-dependent RNA helicase DDX17,DDX17
19.5955,18.7184,25.4959,23.286,21.8782,17,62.8,Synaptic vesicle membrane protein VAT-1 homolog,VAT1
NaN,NaN,25.0631,22.6266,NaN,12,29.9,Lipolysis-stimulated lipoprotein receptor,LSR
16.2836,14.8689,24.3213,21.1555,15.9741,46,52.9,Coatomer subunit alpha;Xenin;Proxenin,COPA
17.1082,NaN,25.3171,22.9776,17.8556,20,51.1,Copine-8,CPNE8
25.5585,24.356,NaN,NaN,NaN,18,21,Target of Nesh-SH3,ABI3BP
17.233,17.8645,25.7694,22.5408,21.4496,11,32.6,Transaldolase,TALDO1
23.9528,23.0189,22.5046,23.9933,25.2259,15,51.9,Serpin B12,SERPINB12
25.8572,24.5914,NaN,NaN,NaN,7,37.7,Stanniocalcin-2,STC2
20.409,17.0018,26.2831,24.6227,19.7219,13,48,60S ribosomal protein L7,RPL7
17.4965,17.2707,24.7948,24.6131,21.6033,11,38.4,Glucose-6-phosphate isomerase,GPI
19.2064,19.069,26.011,24.3207,21.3696,8,42.6,60S ribosomal protein L18,RPL18
24.5692,23.1835,23.785,25.6145,21.706,8,50.5,Proteasome subunit beta type-7,PSMB7
NaN,NaN,NaN,NaN,NaN,53,37.9,Plexin-D1,PLXND1
19.6664,19.2548,25.0969,22.0418,21.4921,16,60.4,Septin-2,44076
NaN,18.6679,24.8552,25.1649,21.7944,10,33.1,Complement decay-accelerating factor,CD55
21.4935,22.058,25.8329,25.0118,23.5692,9,64.6,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB
NaN,NaN,25.6661,20.8493,19.5367,22,44.2,Transcription intermediary factor 1-beta,TRIM28
NaN,NaN,25.5587,23.3292,22.8916,15,56.3,Vacuolar protein sorting-associated protein 4A,VPS4A
23.9638,22.39,21.8933,24.5468,26.014,6,35.6,Protein S100-A7;Protein S100-A7A,S100A7;S100A7A
21.4372,20.995,25.5195,22.9482,20.7427,9,50.7,Eukaryotic initiation factor 4A-I,EIF4A1
17.6372,18.2859,25.5511,23.9534,22.8356,7,70.5,40S ribosomal protein S12,RPS12
NaN,17.8384,25.7549,20.6749,19.9379,10,56.1,"Peroxiredoxin-5, mitochondrial",PRDX5
18.0586,17.8689,25.8093,24.9493,19.6232,8,32.7,Nucleosome assembly protein 1-like 1,NAP1L1
NaN,NaN,27.0835,24.8037,23.5702,2,47.6,Ras-related protein Ral-A,RALA
16.3034,17.4783,23.54,23.8694,NaN,49,34.1,Tenascin,TNC
NaN,NaN,25.6873,24.4764,22.9594,21,58.5,Nicotinamide phosphoribosyltransferase,NAMPT
NaN,NaN,24.5947,22.8802,19.4213,19,53.6,Proliferation-associated protein 2G4,PA2G4
22.4715,21.5326,21.4936,22.4281,24.253,25,51.4,Protein-glutamine gamma-glutamyltransferase E;Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain;Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain,TGM3
13.1525,13.1774,24.8882,22.6029,14.8465,28,34.6,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL
18.8577,19.5403,26.7512,22.5752,20.9783,2,2.6,Nucleobindin-1,NUCB1
20.5999,20.553,25.8872,25.0195,23.3037,13,76.4,Transgelin-2,TAGLN2
16.5504,16.3568,25.7502,20.5558,21.4121,20,55.7,"6-phosphogluconate dehydrogenase, decarboxylating",PGD
16.5143,16.6122,25.9243,19.8628,17.7664,12,41.8,40S ribosomal protein S9,RPS9
NaN,15.0677,24.9023,22.1311,17.7473,26,40.1,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC
21.8423,21.8793,NaN,26.3192,20.4837,9,43.6,Urokinase plasminogen activator surface receptor,PLAUR
23.6846,22.6413,22.5487,22.9235,25.0556,15,22.6,Desmocollin-1,DSC1
19.4842,18.4692,24.9915,22.8903,18.6619,18,53.1,26S protease regulatory subunit 6A,PSMC3
15.8952,NaN,24.6853,20.2779,16.9361,41,41.9,Dynactin subunit 1,DCTN1
NaN,18.8985,25.1205,23.2246,19.9436,12,33.8,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,GNAS
15.8678,NaN,24.8627,23.5851,18.0812,21,55.1,Eukaryotic translation initiation factor 3 subunit E,EIF3E
NaN,17.5864,26.5696,24.4357,20.7285,4,24,40S ribosomal protein S25,RPS25
17.8414,NaN,25.864,23.8767,19.0201,10,42.6,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5
18.0247,18.8383,25.651,24.0355,21.4845,10,56.4,Multivesicular body subunit 12A,MVB12A
17.0636,17.3443,23.6303,25.0359,19.3993,19,46.7,Inosine-5-monophosphate dehydrogenase 2,IMPDH2
17.6831,16.7445,25.8597,22.1216,22.6781,10,28.9,Protein XRP2,RP2
20.8883,20.7999,23.2061,23.3246,25.7487,7,61.8,"10 kDa heat shock protein, mitochondrial",HSPE1
19.8471,NaN,26.6518,23.2628,19.8832,24,36.9,Glutamine--tRNA ligase,QARS
19.5141,18.563,24.707,22.8281,19.9223,6,73.3,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PPP1CA
19.5965,NaN,26.0738,23.0117,19.0074,12,37.3,Actin-related protein 2,ACTR2
NaN,NaN,25.4298,26.7608,22.3881,0,51.5,Histone H2A type 1-C,HIST1H2AC
NaN,NaN,25.0103,23.5182,20.6636,8,52.6,40S ribosomal protein S17,RPS17
18.1297,18.0512,26.1535,24.0996,22.4656,11,59,Guanine nucleotide-binding protein G(k) subunit alpha,GNAI3
20.5576,20.3694,25.0595,23.8167,22.6333,6,66.2,Ras-related protein Rab-5C,RAB5C
19.8149,18.3057,24.9242,21.0411,20.6098,22,57.5,Plastin-3,PLS3
NaN,NaN,25.3797,24.072,21.883,6,54.5,60S ribosomal protein L12,RPL12
NaN,NaN,25.1318,24.2874,19.6863,16,37.2,60S ribosomal protein L4,RPL4
17.5255,17.854,26.1761,23.3585,19.4605,11,48.7,40S ribosomal protein S11,RPS11
NaN,NaN,25.8727,23.5799,22.2928,6,64.9,Ubiquitin-conjugating enzyme E2 L3,UBE2L3
21.4101,20.9654,25.4041,23.9541,23.6215,7,33.5,Fructose-bisphosphate aldolase C,ALDOC
19.9421,19.3214,24.9645,22.5426,19.3791,16,49,26S protease regulatory subunit 6B,PSMC4
18.6995,15.8606,24.3875,22.6257,17.5773,21,59.4,26S protease regulatory subunit 8,PSMC5
21.4496,NaN,26.395,24.5353,20.0169,7,16.6,Monocarboxylate transporter 4,SLC16A3
17.7985,16.3298,24.5906,22.0643,16.7263,22,38.8,Integrin beta-3,ITGB3
20.7451,20.1377,25.2143,22.7922,22.3987,10,49.1,F-actin-capping protein subunit beta,CAPZB
NaN,NaN,26.6133,26.112,24.3955,1,35.2,Histone H1.2,HIST1H1C
14.1936,NaN,23.9485,20.6723,13.9358,28,38.7,Coatomer subunit beta,COPB1
16.5105,NaN,25.6757,21.6292,19.0561,6,52.5,Chromobox protein homolog 3,CBX3
NaN,NaN,NaN,NaN,NaN,4,0.1,Titin,TTN
19.4015,19.5417,26.6642,22.9256,NaN,5,19.6,Tetraspanin-6,TSPAN6
21.1488,20.1837,24.8943,24.2671,20.0682,6,28.4,Galectin-3,LGALS3
NaN,20.8377,25.8849,25.0298,21.6962,5,41.7,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A
20.5585,19.5972,25.568,22.5244,21.3994,17,41,Septin-7,44081
18.1874,18.6377,26.0381,25.3001,23.4895,6,38.2,40S ribosomal protein S10;Putative 40S ribosomal protein S10-like,RPS10;RPS10P5
21.4993,21.0875,21.9733,25.1779,17.8006,19,44.1,CD166 antigen,ALCAM
21.3105,19.6257,24.3977,21.9761,NaN,23,46.4,Prolyl 4-hydroxylase subunit alpha-1,P4HA1
23.7701,23.1955,22.3292,24.0391,22.0091,14,60.1,Proteasome subunit beta type-5,PSMB5
NaN,NaN,25.7677,16.6817,18.174,15,36,Occludin,OCLN
19.9276,19.7237,25.6837,21.7413,21.0664,6,57,Galectin-1,LGALS1
NaN,NaN,22.4377,24.3654,17.5243,48,31.2,U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200
20.6204,20.0474,24.3321,24.2102,19.7198,25,52.7,Protein-glutamine gamma-glutamyltransferase 2,TGM2
19.1708,17.4561,23.8615,23.1884,17.4232,28,40.7,Hypoxia up-regulated protein 1,HYOU1
20.7714,19.2438,25.6479,23.3332,17.7157,17,45.6,COP9 signalosome complex subunit 2,COPS2
19.1369,19.5057,25.2352,18.5752,18.4169,15,54.2,L-lactate dehydrogenase B chain,LDHB
25.0663,23.9928,23.143,24.1911,22.2903,10,58.1,Proteasome subunit alpha type-5,PSMA5
NaN,NaN,25.6853,23.549,21.7098,14,53.7,DnaJ homolog subfamily A member 1,DNAJA1
15.1709,14.1905,25.1623,22.0303,14.0918,12,44.8,UDP-glucuronic acid decarboxylase 1,UXS1
20.7359,19.7199,24.1174,22.6486,21.0269,16,51,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1
20.1298,19.7329,24.8271,23.7081,19.4058,8,52.7,Alpha-centractin,ACTR1A
NaN,22.5507,24.7005,23.0671,26.3408,7,13.4,Epidermal growth factor receptor kinase substrate 8,EPS8
21.5367,21.8252,25.4125,25.2517,25.1052,5,67.6,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11
15.951,NaN,24.6131,18.6944,15.5281,18,30.4,Plasma membrane calcium-transporting ATPase 4,ATP2B4
NaN,NaN,25.4959,24.7101,23.2053,9,54.3,Activated RNA polymerase II transcriptional coactivator p15,SUB1
NaN,NaN,24.8595,24.2105,22.5985,9,42.8,40S ribosomal protein S19,RPS19
NaN,17.8694,25.155,21.6063,18.5673,7,81.4,Ras-related protein Rap-2c,RAP2C
15.7654,15.7948,24.6577,23.1056,20.5905,13,33.3,Polyadenylate-binding protein 1,PABPC1
16.2428,NaN,24.9303,21.3131,16.4818,16,32.8,Brain-specific angiogenesis inhibitor 1-associated protein 2,BAIAP2
NaN,NaN,25.3114,22.8955,21.717,10,57.7,Charged multivesicular body protein 4a,CHMP4A
17.9644,17.3854,26.2911,23.3203,20.7782,13,69.7,Vacuolar protein sorting-associated protein 28 homolog,VPS28
18.0872,16.8488,24.7,24.2543,22.9732,10,67.4,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1
14.71,13.7799,24.4198,19.8304,NaN,34,38.1,Cullin-associated NEDD8-dissociated protein 1,CAND1
NaN,NaN,26.9249,25.3717,21.9247,2,66.7,GTPase NRas,NRAS
NaN,18.3187,25.1098,23.7688,22.5189,17,76.8,Inorganic pyrophosphatase,PPA1
NaN,NaN,25.9656,24.818,23.6981,5,37.7,40S ribosomal protein S14,RPS14
NaN,NaN,NaN,NaN,NaN,14,32.2,Sushi domain-containing protein 2,SUSD2
NaN,NaN,24.4555,25.5192,22.0408,5,34,Nuclease-sensitive element-binding protein 1,YBX1
NaN,NaN,24.358,22.6037,21.3582,34,39.8,Poly [ADP-ribose] polymerase 1,PARP1
23.8008,22.2491,23.631,24.6824,24.2883,17,47.3,Bleomycin hydrolase,BLMH
20.128,19.241,23.2199,25.3464,19.131,13,40.8,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC
NaN,NaN,23.9704,22.7287,20.4441,21,54.5,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4
16.3063,16.2328,25.9122,17.6059,NaN,9,51,Erythrocyte band 7 integral membrane protein,STOM
16.3089,15.8084,24.9954,22.0035,17.0435,13,38,26S proteasome non-ATPase regulatory subunit 8,PSMD8
NaN,15.2821,24.8492,20.9461,17.2389,27,44.1,Eukaryotic translation initiation factor 3 subunit B,EIF3B
19.504,20.3057,17.5305,17.2426,24.5633,21,63.3,Retinal dehydrogenase 1,ALDH1A1
17.6187,16.078,24.385,23.8438,19.1923,16,55,Protein arginine N-methyltransferase 1,PRMT1
NaN,20.8292,25.4415,24.8108,20.7353,8,46.6,Elongation factor 1-delta,EEF1D
18.7163,NaN,24.2073,24.0059,21.9093,15,55.3,Obg-like ATPase 1,OLA1
NaN,NaN,24.3069,21.6637,15.6485,27,33.1,Exportin-1,XPO1
NaN,NaN,24.9347,23.5897,18.6923,8,38.7,60S ribosomal protein L15,RPL15
17.4571,18.2522,25.3663,23.3135,22.8255,9,60.6,Coactosin-like protein,COTL1
NaN,NaN,25.1399,18.8838,16.1175,17,64.2,Ribonuclease inhibitor,RNH1
20.2368,NaN,25.0755,25.2732,22.502,4,29.6,Major prion protein,PRNP
16.3678,14.9966,24.1373,23.2078,17.5613,28,41.8,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1
NaN,16.8408,21.1892,24.3813,NaN,23,32.1,Prostaglandin F2 receptor negative regulator,PTGFRN
NaN,NaN,23.4663,18.5592,15.8086,72,20.2,E3 ubiquitin-protein ligase UBR4,UBR4
20.6194,19.9944,24.6916,22.7919,21.8363,11,66.8,F-actin-capping protein subunit alpha-1,CAPZA1
NaN,19.805,24.6274,25.5173,21.6025,8,61.9,Small nuclear ribonucleoprotein Sm D2,SNRPD2
NaN,15.7125,24.521,22.326,18.2204,15,32.9,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2
NaN,NaN,25.3746,23.1288,20.3464,15,51.9,Calcium-binding protein 39,CAB39
NaN,NaN,26.269,24.2011,22.3516,6,18.4,Charged multivesicular body protein 1a,CHMP1A
16.4778,NaN,24.2664,21.0905,15.1617,22,46.4,26S proteasome non-ATPase regulatory subunit 3,PSMD3
NaN,NaN,26.6446,19.1425,NaN,4,55.8,Cysteine-rich protein 1,CRIP1
19.6802,17.8055,25.2471,22.2376,20.5528,14,61.5,Rab GDP dissociation inhibitor alpha,GDI1
19.9825,NaN,25.2941,24.2714,18.58,14,21.3,Zinc transporter ZIP10,SLC39A10
16.2807,18.2395,25.0246,23.1058,19.3336,10,31.9,60S ribosomal protein L6,RPL6
NaN,NaN,NaN,NaN,NaN,7,38.2,Gamma-enolase,ENO2
NaN,NaN,24.982,23.9221,22.5276,8,23,Charged multivesicular body protein 2a,CHMP2A
18.451,19.4725,24.735,19.1962,15.7934,19,28.6,Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain,ITGA5
22.6536,21.5771,21.6134,22.3385,24.5239,15,59.5,"Caspase-14;Caspase-14 subunit p17, mature form;Caspase-14 subunit p10, mature form;Caspase-14 subunit p20, intermediate form;Caspase-14 subunit p8, intermediate form",CASP14
15.3284,NaN,24.1576,20.3797,15.221,30,39.2,Peripheral plasma membrane protein CASK,CASK
NaN,NaN,24.4422,17.3896,15.0567,24,35.6,Band 4.1-like protein 2,EPB41L2
18.1143,17.1315,25.1694,23.412,18.4362,14,33,60S ribosomal protein L3,RPL3
NaN,NaN,27.0216,24.1189,21.4453,2,20.7,Tubulin beta-8 chain,TUBB8
NaN,18.0088,26.2403,20.3847,NaN,4,19.3,Myeloid-associated differentiation marker,MYADM
14.4645,14.5605,24.4805,22.0215,15.7853,27,20,Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain,NOTCH2
19.568,20.381,25.3609,23.5134,21.8462,6,27.5,Myelin protein zero-like protein 1,MPZL1
22.7013,21.8989,25.9711,20.0721,NaN,9,34.7,Angiopoietin-related protein 4,ANGPTL4
18.4031,17.4192,25.0371,23.5356,21.5187,17,46,Copine-3,CPNE3
15.0538,15.8733,25.1326,23.0375,20.8724,12,39.8,DnaJ homolog subfamily A member 2,DNAJA2
NaN,NaN,24.6053,21.8693,21.529,15,52,Vacuolar protein sorting-associated protein 4B,VPS4B
NaN,18.3427,25.2173,23.0197,21.1664,7,48.9,Poly(rC)-binding protein 1,PCBP1
21.6957,21.5661,25.6644,23.0803,21.6515,4,14.3,Neuroplastin,NPTN
20.1899,19.9501,23.2038,22.046,24.3639,14,55.6,"Malate dehydrogenase, mitochondrial",MDH2
NaN,NaN,23.4505,17.4346,14.6652,69,21.3,DNA-dependent protein kinase catalytic subunit,PRKDC
16.8584,NaN,24.6536,22.8208,19.5512,11,55.6,Syntaxin-4,STX4
16.3964,18.5609,25.0162,22.5384,19.8631,17,32.1,CD97 antigen;CD97 antigen subunit alpha;CD97 antigen subunit beta,CD97
16.7546,NaN,24.6939,21.9316,17.0389,12,39.7,Pre-mRNA-processing factor 19,PRPF19
17.7965,17.6773,24.5736,22.1437,19.9419,16,54.3,Actin-related protein 2/3 complex subunit 2,ARPC2
NaN,16.5982,25.5816,22.1345,17.5172,13,43.5,Protein ITFG3,ITFG3
22.7451,22.5448,26.3638,25.5385,20.1391,5,19.3,CD63 antigen,CD63
18.8995,18.8186,25.4731,24.8971,20.6417,5,11.4,Large neutral amino acids transporter small subunit 1,SLC7A5
22.209,21.2437,22.8527,24.6729,23.9422,7,33.3,Peroxiredoxin-2,PRDX2
17.2049,17.3881,24.6232,18.4279,NaN,19,60.4,EH domain-containing protein 2,EHD2
22.9635,21.3658,21.9731,22.8646,24.262,9,52.8,Serpin B3,SERPINB3
15.9157,NaN,24.2284,20.5513,18.3487,23,41.1,"Threonine--tRNA ligase, cytoplasmic",TARS
16.2573,NaN,23.5707,23.2026,19.1779,25,27.9,Splicing factor 3B subunit 3,SF3B3
